reporting_date,site,radar_country_code,radar_group_sys_id,file_freq,record_type,table_name_source,table_name_output,Col_output,breach_value,column_name,table_name,balance
2025-08-31,HBAP,IN,HUBIN,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_TRADED_PRODUCTS,book_value_in_functional_currency,Breach,G_L_REP_BK_VALUE,mif_g_table_in,224220.73
2025-08-31,HBAP,MU,TRTMU,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,reporting_table_MU_F_L,118754.41
2025-08-31,KRAKOW,CZ,HUBCZ,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,datahub_table_HUBCZ_F_L_REP_EOP_BAL,915959.7
2025-08-31,KRAKOW,CZ,TRTCZ,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,datahub_table_TRTCZ_F_L_REP_EOP_BAL,576567.09
2025-08-31,KRAKOW,PL,TRTPL,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,datahub_table_TRTPL_F_L_REP_EOP_BAL,44877.61
2025-08-31,KRAKOW,IL,TRTIL,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,datahub_table_TRTIL_F_L_REP_EOP_BAL,66942.7
2025-08-31,LATAM,CL,TRTCL,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,datahub_table_TRTCL_F_L_REP_EOP_BAL,846078.74
2025-08-31,LATAM,CL,TRTCL,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_TRADED_PRODUCTS,accrued_interest_amount_in_functional_currency,Breach,F_L_REP_ACRD_INT,mif_f_table_cl,541932.8
2025-08-31,LATAM,CL,TRTCL,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_TRADED_PRODUCTS,clean_economic_value_in_functional_currency,Breach,G_L_REP_PSMRK_MRKT_AMT,reporting_table_CL_G_L,956773.22
2025-08-31,MENA,EG,TRTEG,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_TRADED_PRODUCTS,accrued_interest_amount_in_functional_currency,Breach,F_L_REP_ACRD_INT,reporting_table_EG_F_L,773584.81
2025-08-31,MENA,QA,TRTQA,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_TRADED_PRODUCTS,clean_economic_value_in_functional_currency,Breach,G_L_REP_PSMRK_MRKT_AMT,datahub_table_TRTQA_G_L_REP_PSMRK_MRKT_AMT,807295.97
2025-08-31,MENA,BH,TRTBH,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,reporting_table_BH_F_L,156602.03
2025-08-31,MENA,QA,TRTQA,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,mif_f_table_qa,694334.32
2025-08-31,MENA,DZ,TRTDZ,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,reporting_table_DZ_F_L,268084.55
2025-08-31,RoHBEU,CH,TRTCH,MONTHLY,MIF_B_IP_SOURCE_V05_00,MIF_PRODUCT,MIF_CONVERTED_SDI_WHOLESALE,gross_gl_balance_in_functional_currency,Breach,F_L_REP_EOP_BAL,datahub_table_TRTCH_F_L_REP_EOP_BAL,15355.96
